"","name","region_focus","language","owner","parent","x_page","x_url","x_follower_n","facebook_page","facebook_url","facebook_follower_n","instagram_page","instagram_url","instagram_follower_n","threads_page","threads_url","threads_follower_n","youtube_page","youtube_url","youtube_follower_n","tiktok_page","tiktok_url","tiktok_follower_n","sum_followers"
"476","Paper, The","Shanghai","Chinese","Shanghai United Media Group (SUMG)","Shanghai Municipal Committee","thepapercn","https://twitter.com/thepapercn",23100,"thepapernews","https://www.facebook.com/thepapernews",2010,"thepapercn","https://www.instagram.com/thepapercn/",1875,"","",0,"ThePaper","https://www.youtube.com/channel/UCzdgh34HFyN8v2k3ZZA5uNA",11500,"","",0,38485
"477","CGTN The Point with Liu Xin","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","thepoint_CGTN","https://twitter.com/thepoint_CGTN",397,"thepointwithlx","https://www.facebook.com/thepointwithlx",7970,"xin2867","https://www.instagram.com/xin2867/",201,"","",0,"","",0,"","",0,8568
"478","Dong Xue (Serena Dong)","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","theserenadong","https://twitter.com/theserenadong",20900,"theserenadong","https://www.facebook.com/theserenadong/",980000,"serenadx","https://www.instagram.com/serenadx/",709,"","",0,"","",0,"","",0,1001609
"479","Guangdong Today","Guangdong","English","Nanfang Daily Newspaper Group Co.,Ltd","Guangdong Provincial Committee","thisisGBA","https://twitter.com/thisisGBA",83300,"guangdongtoday","https://www.facebook.com/guangdongtoday",3e+06,"guangdong_today","https://www.instagram.com/guangdong_today/",4600,"","",0,"dtoday3687","https://www.youtube.com/channel/UCiotL262En2-Iv2XSa3KZWA",325,"","",0,3088225
"480","T-House","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","thouse_opinions","https://twitter.com/thouse_opinions",118800,"thouseopinions","https://www.facebook.com/thouseopinions/",4900000,"","",0,"","",0,"","",0,"","",0,5018800
"481","He Tianran","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","tianranhe","https://twitter.com/tianranhe",56,"iamtianranhe","https://www.facebook.com/iamtianranhe",593,"tianranhe","https://www.instagram.com/tianranhe",837,"","",0,"tianranhe5541","https://www.youtube.com/channel/UCyY0oQluTb5ZT2U-Wcms-4Q",30,"","",0,1516
"482","Tian Wei","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","tianwei","https://twitter.com/tianwei",6333,"Tian-Wei-at-work-104942321495828","https://www.facebook.com/profile.php?id=100063605994377",1400000,"tianwei_beijing","https://www.instagram.com/tianwei_beijing/",197,"","",0,"","",0,"","",0,1406530
"483","Tibet Today","Tibet","English","China Daily Press","Tibet Autonomous Region People's Government","TibetTodayCN","https://twitter.com/TibetTodayCN",6069,"CNTibetToday","https://www.facebook.com/CNTibetToday",190000,"tibet_today","https://www.instagram.com/tibet_today/",129,"","",0,"","",0,"","",0,196198
"484","Tide News","Zhejiang","Chinese","Zhejiang Daily Newspaper Group","Zhejiang Provincial Committee","TideNewsZJ","https://twitter.com/TideNewsZJ",6396,"","",0,"","",0,"","",0,"","",0,"","",0,6396
"485","Today Review","Hong Kong","Cantonese","AcMedia Limited","unknown","Todayreview_hk","https://twitter.com/Todayreview_hk",290,"todayreview88","https://www.facebook.com/todayreview88",209000,"","",0,"","",0,"todayreview9720","https://www.youtube.com/channel/UCnCSV5zHRrhCQVJBN905Zxg",122,"","",0,209412
"486","Tong Shuo","Hong Kong","Chinese","Hong Kong China News Agency","United Front Work Department","Tong_Shuo","https://twitter.com/Tong_Shuo",11600,"","",0,"","",0,"","",0,"","",0,"","",0,11600
"487","Tong Media HK","Hong Kong","Chinese","Hong Kong China News Agency","United Front Work Department","TongMediaHK","https://twitter.com/TongMediaHK",5693,"","",0,"","",0,"","",0,"","",0,"","",0,5693
"488","Sun Xueying (Teresa Sun / Un Té con Teresa)","Hispanophone","Spanish","China Media Group (CMG)","Central Publicity Department","UnTeresa","https://twitter.com/UnTeresa",122,"UnTeConTeresa","https://www.facebook.com/Un-T%C3%A9-con-Teresa-104117804789876/about",1200000,"un_te_con_teresa","https://www.instagram.com/un_te_con_teresa",215,"","",0,"UnTeconTeresa","https://www.youtube.com/channel/UCARDxAeiEZxmnSSDTnpmjrA/about",6730,"unteconteresa","https://www.tiktok.com/@unteconteresa",166900,1373967
"489","Li Yimei (Vica Li)","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","VicaLi18","https://twitter.com/VicaLi18",1707,"LearnChineseWithVica","https://www.facebook.com/LearnChineseWithVica/",1300000,"learning_chinese_with_vica","https://www.instagram.com/learning_chinese_with_vica/",115000,"learning_chinese_with_vica","https://www.threads.net/@learning_chinese_with_vica",6669,"vicachinese6048","https://www.youtube.com/channel/UC9lI3GcZkJDgdZSeuR6rt5g",7290,"vicalichinese","https://www.tiktok.com/@vicalichinese",8885,1439551
"490","Visit Chongqing","Anglosphere","English","unknown","unknown","visitchongqing","https://twitter.com/visitchongqing",1906,"visitchongqing","https://www.facebook.com/visitchongqing/",6700,"visitchongqing","https://www.instagram.com/visitchongqing",2223,"","",0,"visitchongqing8720","https://www.youtube.com/@visitchongqing8720",133,"visit_chongqing1","https://www.tiktok.com/@visit_chongqing1",46,11008
"491","Visit Sanya","Hainan","English","Sanya Tourism Board","Sanya Municipal People's Government","VisitSanya","https://twitter.com/VisitSanya",120400,"Sanya.China","https://www.facebook.com/Sanya.China/",480000,"visit_sanya","https://www.instagram.com/visit_sanya/",194000,"","",0,"","",0,"discoversanya","https://www.tiktok.com/@discoversanya",6055,800455
"492","Friendly Shandong","Shandong","English","Shandong Provincial Department of Culture and Tourism","Shandong Provincial People's Government","VisitShandong","https://twitter.com/VisitShandong",12600,"VisitShandong","https://www.facebook.com/VisitShandong",1400000,"travel_shandong","https://www.instagram.com/travel_shandong/",51600,"","",0,"FriendlyShandong","https://www.youtube.com/shandong/featured",4850,"visitshandong","https://www.tiktok.com/@visitshandong",89500,1558550
"493","Suzhou, China","Jiangsu","English","Suzhou Municipal Bureau of Culture, Radio, Television and Tourism","Suzhou Municipal People's Government","VisitSuzhou","https://twitter.com/VisitSuzhou",237800,"","",0,"visitsuzhou","https://www.instagram.com/visitsuzhou/",59000,"","",0,"","",0,"","",0,296800
"494","Wang Xuejing","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","WANG_XUE_JING","https://twitter.com/WANG_XUE_JING",955,"","",0,"","",0,"","",0,"","",0,"","",0,955
"495","Wang Guan (Michael Wang)","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","WangGuanBeijing","https://twitter.com/wangguanbeijing",22700,"wangguan1984FB","https://www.facebook.com/wangguan1984FB",901000,"wangguanbeijing","https://www.instagram.com/wangguanbeijing/",1992,"","",0,"","",0,"","",0,925692
"496","Wang Jialei","Bolivia","Spanish","Ministry of Foreign Affairs","Ministry of Foreign Affairs","WangJialei4","https://twitter.com/WangJialei4",5011,"","",0,"","",0,"","",0,"","",0,"","",0,5011
"497","Wang Jian","Panama","Spanish","Ministry of Foreign Affairs","Ministry of Foreign Affairs","WangJianPaco","https://twitter.com/WangJianPaco",9655,"","",0,"","",0,"","",0,"","",0,"","",0,9655
"498","Wang Xiaohui","Anglosphere","English","China International Communications Group (CICG)","Central Publicity Department","wangxh65","https://twitter.com/wangxh65",26100,"","",0,"","",0,"","",0,"","",0,"","",0,26100
"499","Wang Xianfeng","Pakistan","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","WangXianfeng8","https://twitter.com/WangXianfeng8",10100,"","",0,"","",0,"","",0,"","",0,"","",0,10100
"500","Yang Wanming","Brazil","Portuguese","Ministry of Foreign Affairs","Ministry of Foreign Affairs","WanmingYang","https://twitter.com/WanmingYang",82100,"","",0,"","",0,"","",0,"","",0,"","",0,82100
"501","Wave Media","Shanghai","English","Shanghai Guanchazhe Information Technology Co.,Ltd","Shanghai Academy of Social Sciences (SASS)","WaveMedia2022","https://twitter.com/WaveMedia2022",283,"","",0,"","",0,"","",0,"wavemedia4433","https://www.youtube.com/@wavemedia4433",51600,"wavemedia2022","https://www.tiktok.com/@wavemedia2022",8685,60568
"502","Wei Qiang","Panama","Spanish","Ministry of Foreign Affairs","Ministry of Foreign Affairs","weiasecas","https://twitter.com/weiasecas",18700,"","",0,"","",0,"","",0,"","",0,"","",0,18700
"503","Wei Hongtian","Grenada","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","WeiHongtian","https://twitter.com/WeiHongtian",624,"","",0,"","",0,"","",0,"","",0,"","",0,624
"504","Wang Wenwen","Anglosphere","English","People's Daily Press","Central Committee of the Chinese Communist Party","WenwenWang1127","https://twitter.com/WenwenWang1127",12800,"","",0,"","",0,"","",0,"","",0,"","",0,12800
"505","Where Zhengzhou","Anglosphere","English","Zhengzhou Media Group","Zhengzhou Municipal Party Committee","Where_Zhengzhou","https://twitter.com/Where_Zhengzhou",14900,"wherezhengzhou","https://www.facebook.com/wherezhengzhou",10000,"wherezhengzhou_","https://www.instagram.com/wherezhengzhou_/",26400,"wherezhengzhou_","https://www.threads.net/@wherezhengzhou_",40,"wherezhengzhou","https://www.youtube.com/@wherezhengzhou",1470,"wherezhengzhou","https://www.tiktok.com/@wherezhengzhou",5961,58771
"506","CGTN World Insight with Tian Wei","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","WorldInsight_TW","https://twitter.com/WorldInsight_TW",2916,"WorldInsightwithTianWei\","https://www.facebook.com/WorldInsightwithTianWei",126000,"","",0,"","",0,"","",0,"","",0,128916
"507","Wang QH","Maldives","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","WQHChina","https://twitter.com/WQHChina",372,"","",0,"","",0,"","",0,"","",0,"","",0,372
"508","Wang Tianyu (Evan Wang)","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","wty510","https://twitter.com/wty510",7,"","",0,"","",0,"","",0,"","",0,"","",0,7
"509","Wu Gang","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","WuGang_CX","https://twitter.com/WuGang_CX",1178,"","",0,"","",0,"","",0,"","",0,"","",0,1178
"510","Li Wuji","Panama","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","wuji_li","https://twitter.com/wuji_li",902,"","",0,"","",0,"","",0,"","",0,"","",0,902
"511","Wu Lei","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","wulei2020","https://twitter.com/wulei2020",2428,"Spacewalk2021","https://www.facebook.com/Spacewalk2021",984000,"","",0,"","",0,"wulei4039","https://www.youtube.com/channel/UCh26le5_1NMmdj1vhfBF2cA",18,"","",0,986446
"512","Wu Peng","African Union","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","WuPeng_MFAChina","https://twitter.com/WuPeng_MFAChina",34200,"","",0,"","",0,"","",0,"","",0,"","",0,34200
"513","Wuxi, China","Anglosphere","English","China Daily Press","Wuxi Municipal People's Government","WuxiCity","https://twitter.com/WuxiCity",60300,"WuxiCity","https://www.facebook.com/WuxiCity",1200000,"","",0,"","",0,"","",0,"wuxi_city","https://www.tiktok.com/@wuxi_city",2309,1262609
"514","Xu Xinchen (Gerald Xinchen)","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","xgx91","https://twitter.com/xgx91",630,"ideamugx","https://www.facebook.com/ideamugx",209050,"","",0,"xgx91","https://www.threads.net/@xgx91",27,"XinchenGeraldsIdeaMug","https://www.youtube.com/c/XinchenGeraldsIdeaMug",445,"xinchen_gerald","https://www.tiktok.com/@xinchen_gerald",1642,211794
"515","Chine Nouvelle","Anglosphere","English","Xinhua News Agency","State Council","XHChineNouvelle","https://twitter.com/XHChineNouvelle",16700,"","",0,"","",0,"","",0,"","",0,"","",0,16700
"516","Xinhua Japanese","Japan","Japanese","Xinhua News Agency","State Council","XHJapanese","https://twitter.com/XHJapanese",56400,"","",0,"","",0,"","",0,"xinhuajapanese2180","https://www.youtube.com/@xinhuajapanese2180",4450,"","",0,60850
"517","Xinhua News Agency","China","Chinese","Xinhua News Agency","State Council","XHNews","https://twitter.com/XHNews",11900000,"XinhuaNewsAgency","https://www.facebook.com/XinhuaNewsAgency",89898560,"chinaxinhuanews","https://www.instagram.com/chinaxinhuanews/",1500000,"chinaxinhuanews","https://www.threads.net/@chinaxinhuanews",84400,"ChinaViewTV","https://www.youtube.com/@ChinaViewTV",1390000,"","",0,104772960
"518","Xinhua North America","USA","English","Xinhua News Agency","State Council","XHNorthAmerica","https://twitter.com/XHNorthAmerica",35100,"","",0,"","",0,"","",0,"","",0,"","",0,35100
"519","Xinhua Sci-Tech","Anglosphere","English","Xinhua News Agency","State Council","XHscitech","https://twitter.com/xhscitech",98700,"XinhuaSciTech","https://www.facebook.com/XinhuaSciTech",2.8e+07,"","",0,"","",0,"","",0,"","",0,28098700
"520","Xinhua Sports","Anglosphere","English","Xinhua News Agency","State Council","XHSports","https://twitter.com/XHSports",870400,"xhsports","https://www.facebook.com/xhsports",30385278,"","",0,"","",0,"","",0,"","",0,31255678
"521","Xie Yongjun","Anglosphere","English","Information Department of Foreign Ministry","Ministry of Foreign Affairs","XIEYongjun_CHN","https://twitter.com/XIEYongjun_CHN",53500,"","",0,"","",0,"","",0,"","",0,"","",0,53500
"522","Xinhua Africa","Kenya","English","Xinhua News Agency","State Council","xinhua_africa","https://twitter.com/xinhua_africa",617,"","",0,"","",0,"","",0,"xinhuaafrica2538","https://www.youtube.com/@xinhuaafrica2538",22,"","",0,639
"523","Xinhua Chinese","Anglosphere","English","Xinhua News Agency","State Council","XinhuaChinese","https://twitter.com/XinhuaChinese",1300000,"xhwcn","https://www.facebook.com/xhwcn",909,"","",0,"","",0,"","",0,"","",0,1300909
"524","Xinhua Myanmar (မြန်မာ)","Myanmar","Burmese","Xinhua News Agency","State Council","XinhuaMyanmar","https://twitter.com/XinhuaMyanmar",12500,"","",0,"","",0,"","",0,"Xinhuamyanmar","https://www.youtube.com/@Xinhuamyanmar",39600,"xinhuamyanmar","https://www.tiktok.com/@xinhuamyanmar",885400,937500
"525","Xinhua Net","China","Chinese","Xinhua News Agency","State Council","XinhuanetNews","https://twitter.com/XinhuanetNews",2753,"XinhuaNetUS","https://www.facebook.com/XinhuaNetUS",470000,"xinhuanetna","https://www.instagram.com/xinhuanetna/?hl=en",1900000,"","",0,"","",0,"","",0,2372753
"526","Shang Yang (Sylvia Shang)","Anglosphere","English","Xinhua News Agency","State Council","xinhuasylvia","https://twitter.com/xinhuasylvia",17,"WanderingSylvia","https://www.facebook.com/WanderingSylvia/",2300000,"wanderlustwithsylvia","https://www.instagram.com/wanderlustwithsylvia/",443,"","",0,"","",0,"","",0,2300460
"527","Xinhua Culture & Travel","Anglosphere","English","Xinhua News Agency","State Council","xinhuatravel","https://twitter.com/xinhuatravel",710100,"XinhuaTravel","https://www.facebook.com/XinhuaTravel",24709078,"","",0,"","",0,"","",0,"","",0,25419178
"528","Xinjiang Channel","Xinjiang","English","Wuzhou Communication Co., Ltd.","State Council Information Office (SCIO)","xinjiangchannel","https://twitter.com/xinjiangchannel",12400,"","",0,"","",0,"","",0,"xinjiangchina","https://www.youtube.com/@xinjiangchina",20,"","",0,12420
"529","Zhang Xinran","Anglosphere","English","China Daily Press","Central Publicity Department","xinranz98","https://twitter.com/xinranz98",570,"","",0,"","",0,"","",0,"","",0,"","",0,570
"530","Xi's moments","Anglosphere","English","China Daily Press","Central Publicity Department","XisMoments","https://twitter.com/XisMoments",102000,"ximoments","https://www.facebook.com/ximoments/",8700000,"","",0,"","",0,"","",0,"","",0,8802000
"531","Xue Jian","Japan","Japanese","Ministry of Foreign Affairs","Ministry of Foreign Affairs","xuejianosaka","https://twitter.com/xuejianosaka",70300,"","",0,"","",0,"","",0,"","",0,"","",0,70300
"532","Xu Li","la Francophonie","French","China Media Group (CMG)","Central Publicity Department","XuLi52940770","https://twitter.com/XuLi52940770",728,"LechinoisavecXuLi","https://www.facebook.com/LechinoisavecXuLi",303000,"mllesmile_xuli","https://www.instagram.com/mllesmile_xuli",367,"","",0,"lechinoisavecxuli8209","https://www.youtube.com/channel/UCrRftfz-W03kyPX8LC3LrXA",1670,"","",0,305765
"533","Xu Zeyu Philip","Anglosphere","English","Xinhua News Agency","State Council","XuZeyu_Philip","https://twitter.com/XuZeyu_Philip",67800,"XuZeyu.Philip","https://www.facebook.com/XuZeyu.Philip/",4e+06,"real_xuzeyu","https://www.instagram.com/real_xuzeyu",9639,"real_xuzeyu","https://www.threads.net/@real_xuzeyu",4933,"xuzeyuphilip","https://www.youtube.com/channel/UCS9AiYbXcet12NLoNPYu6BQ",2210,"","",0,4084582
"534","Saina (Amy Saina)","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","amysaina","https://twitter.com/xxxsaina",75,"SainainChina","https://www.facebook.com/SainainChina/",101929,"a.saina","https://www.instagram.com/a.saina/",1989,"","",0,"SainainChina","https://www.youtube.com/c/SainainChina",1760,"","",0,105753
"535","Yang Zhiyu","UK","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","yang_zhiyu1979","https://twitter.com/yang_zhiyu1979",745,"","",0,"","",0,"","",0,"","",0,"","",0,745
